4,8,11,4,2020,3,0,3,0,94.000000,8,1,2020,28.400000,15.400000,13.000000,15.100000,0.300000,0.000000,0.138298,0.000000,0.000000,11,4,2020,5,90,7,4,2020,1,5,11,4,2020,3,0,3,0,94.000000,0.000000,70.000000,0.744681,1
5,1,16,4,2020,0,0,0,0,0.000000,16,4,2020,28.000000,28.000000,13.000000,14.700000,0.300000,13.000000,0.000000,100.000000,0.000000,16,4,2020,3,90,15,7,2020,2,3,11,4,2020,3,0,3,0,0.000000,0.000000,70.000000,0.744681,1
5,2,9,5,2020,2,3,0,0,23.000000,16,4,2020,28.000000,23.900000,13.000000,14.700000,0.300000,8.900000,0.178261,68.461538,49.926829,27,6,2020,5,90,15,7,2020,2,5,11,4,2020,3,0,3,0,0.000000,0.000000,70.000000,0.744681,1
5,3,18,5,2020,2,0,1,0,32.000000,16,4,2020,28.000000,22.700000,13.000000,14.700000,0.300000,7.700000,0.165625,59.230769,46.490566,3,7,2020,4,90,15,7,2020,2,4,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,1
5,4,27,5,2020,4,1,1,0,41.000000,16,4,2020,28.000000,21.600000,13.000000,14.700000,0.300000,6.600000,0.156098,50.769231,42.281250,8,7,2020,2,90,15,7,2020,2,2,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,1
5,5,13,6,2020,0,4,1,0,58.000000,16,4,2020,28.000000,18.400000,13.000000,14.700000,0.300000,3.400000,0.165517,26.153846,20.541667,3,7,2020,4,90,15,7,2020,2,4,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,1
5,6,23,6,2020,0,1,2,0,68.000000,16,4,2020,28.000000,16.600000,13.000000,14.700000,0.300000,1.600000,0.167647,12.307692,9.543860,2,7,2020,3,90,15,7,2020,2,3,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,1
5,7,28,6,2020,5,1,2,0,73.000000,16,4,2020,28.000000,15.800000,13.000000,14.700000,0.300000,0.800000,0.167123,6.153846,4.786885,2,7,2020,3,90,15,7,2020,2,3,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,1
5,8,4,7,2020,4,2,2,0,79.000000,16,4,2020,28.000000,15.000000,13.000000,14.700000,0.300000,0.000000,0.164557,0.000000,0.000000,4,7,2020,5,88,13,7,2020,0,5,4,7,2020,4,2,2,0,79.000000,0.000000,70.000000,0.886076,1
6,1,4,7,2021,0,0,0,1,365.000000,4,7,2020,28.400000,15.500000,13.000000,15.100000,0.300000,0.100000,0.035342,0.769231,2.829457,6,7,2021,1,88,30,9,2020,2,1,4,7,2020,4,2,2,0,0.000000,0.000000,72.000000,0.886076,0
