1,1,14,4,2020,0,0,0,1,366.000000,14,4,2019,28.400000,15.500000,13.000000,15.100000,0.300000,0.100000,0.035246,0.769231,2.837209,16,4,2020,3,0,14,4,2019,6,3,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,0
1,2,9,7,2019,4,3,2,0,86.000000,14,4,2019,28.400000,15.400000,13.000000,15.100000,0.300000,0.000000,0.151163,0.000000,0.000000,9,7,2019,1,86,9,7,2019,1,1,9,7,2019,4,3,2,0,86.000000,0.000000,70.000000,0.813953,0
2,1,9,7,2020,0,0,0,1,366.000000,9,7,2019,28.400000,15.500000,13.000000,15.100000,0.300000,0.100000,0.035246,0.769231,2.837209,11,7,2020,5,86,3,10,2019,3,5,9,7,2019,4,3,2,0,0.000000,0.000000,70.000000,0.813953,0
2,2,26,9,2019,3,2,2,0,79.000000,9,7,2019,28.400000,15.400000,13.000000,15.100000,0.300000,0.000000,0.164557,0.000000,0.000000,26,9,2019,3,82,29,9,2019,6,3,26,9,2019,3,2,2,0,79.000000,0.000000,70.000000,0.886076,0
3,1,28,9,2020,0,0,0,1,366.000000,28,9,2019,28.400000,15.500000,13.000000,15.100000,0.300000,0.100000,0.035246,0.769231,2.837209,30,9,2020,2,82,19,12,2019,3,2,0,0,0,0,0,0,0,0.000000,0.000000,70.000000,0.000000,0
3,2,8,1,2020,4,1,3,0,102.000000,28,9,2019,28.400000,15.400000,13.000000,15.100000,0.300000,0.000000,0.127451,0.000000,0.000000,8,1,2020,2,89,26,12,2019,3,2,8,1,2020,4,1,3,0,102.000000,0.000000,70.000000,0.686275,0
4,1,25,2,2020,3,2,1,0,48.000000,8,1,2020,28.400000,21.000000,13.000000,15.100000,0.300000,5.600000,0.154167,43.076923,36.324324,1,4,2020,2,89,6,4,2020,0,2,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,2,4,3,2020,4,3,1,0,56.000000,8,1,2020,28.400000,20.100000,13.000000,15.100000,0.300000,4.700000,0.148214,36.153846,31.710843,4,4,2020,5,89,6,4,2020,0,5,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,3,10,3,2020,2,0,2,0,62.000000,8,1,2020,28.400000,19.900000,13.000000,15.100000,0.300000,4.500000,0.137097,34.615385,32.823529,11,4,2020,5,89,6,4,2020,0,5,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,4,18,3,2020,3,1,2,0,70.000000,8,1,2020,28.400000,18.800000,13.000000,15.100000,0.300000,3.400000,0.137143,26.153846,24.791667,11,4,2020,5,89,6,4,2020,0,5,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,5,26,3,2020,4,2,2,0,78.000000,8,1,2020,28.400000,17.100000,13.000000,15.100000,0.300000,1.700000,0.144872,13.076923,11.734513,6,4,2020,0,89,6,4,2020,0,0,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,6,30,3,2020,1,3,2,0,82.000000,8,1,2020,28.400000,16.500000,13.000000,15.100000,0.300000,1.100000,0.145122,8.461538,7.579832,6,4,2020,0,89,6,4,2020,0,0,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
4,7,8,4,2020,0,0,3,0,91.000000,8,1,2020,28.400000,15.500000,13.000000,15.100000,0.300000,0.100000,0.141758,0.769231,0.705426,8,4,2020,2,89,6,4,2020,0,2,8,1,2020,4,1,3,0,0.000000,0.000000,70.000000,0.686275,1
